row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
359,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited",stand build for mining indaba,La premiere exhibitions & Co,"R49 392,50",One quote received after seven were invited,2023/01/17,Not stated,Not stated,,2023/01/17,Not stated,Not stated,,Noting,New
360,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited",Adobe subscription,CHM Vuwani computer solutions,"R41 518,11",exception as per procurement policy,2023/01/17,Not stated,Not stated,,2023/01/17,Not stated,Not stated,,Noting,New
361,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited",Provision of culture entropy survy,strategic human capital consulting,"R54 050,00",one quote received after eight were invited,2023/01/13,2023/01/13,Not stated,,2023/01/13,2023/01/13,Not stated,,Noting,New
362,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited","workday planning support and
maintenance",Deloitte and touche consulting,"R950 130,00",Thetw RoF qQu owteass risescueeivde dfo ar fttheer s1esvt etinm we earned i novnitley do ne,2023/01/24,Not stated,Not stated,,2023/01/24,Not stated,Not stated,,Noting,New
363,Q4 2022/23,2023/02/13,National Development Agency,"Appointment of a service provider to
perform an ICT audit",PKF (VGA) Advisory,"R463 416,00","quotation (PKF (VGA) Advisory) was received. The
RFQ was then re-issued and only two quotations were
received (PKF (VGA) Advisory & MNB Chartered
WillPower@Wil waAsc tchoeu nprtaenfetsre cdc s. ervice provider for",1/25/2023,Not stated,Not stated,,1/25/2023,Not stated,Not stated,,Noting,New
364,Q4 2022/23,2023/02/13,National Development Agency,"Appointment of a service provider to
conduct Preferential Procurement
Regulations 2022 training for SCM
staff","Worldwide Integrated Logistics t/a
WillPower@Wil","R41 262,00","the training as they are a subject matter expert, had
regularly provided NDA with updates on the invalidity of
the 2017 regulations once declared, had provided NDA
with benchmarks of how other state organs were
responding, had been contracted to update NDA's
SCM policies in 2020, and were therefore in a better
position to train the NDA on the new regulations, and
also assist the NDA as part of the training to align the
SCM policy with the new regulations for urgent Board
approval.",2023/01/25,Not stated,Not stated,,2023/01/25,Not stated,Not stated,,Noting,New
365,Q4 2022/23,2023/02/17,South African Social Security Agency,Extention of Lease Agreement,Mesranet (Pty) Ltd,"R240 422,80","National Department of Public Works (NDPW) initiated
a competitive bidding process to test the market based
on te issued NDPWI Procurement Instruction. After
the bids were advertised, the procurement process
was held in abeyance due to a notice issued by
National Treasury in February and March 2022
concurrently. The lease agreement expired and NDPW
Neisls sotnil lM coannddueclati nUgn iivtse rpsriotyc uisr ethmee onnt lpyr oaccecrsesdeisted",2022/07/29,2022/05/01,2023/04/30,,2022/07/29,2022/05/01,2023/04/30,,Noting,New
366,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Training,Nelson Mandela University,"R334 000,00","Institution in the Eastern Cape that can conduct the
shorty learning programme called - Practical Labour
A skills gap was idLeanwti fPierdo garta Lmomcael Office Level in all",2022/07/21,2022/07/27,2022/11/28,,2022/07/21,2022/07/27,2022/11/28,,Noting,New
367,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Training,National School of Governance,"R698 190,00","Regions. An Advanced Management Development
Programme (ADMP) was identified to address the
skills gap. National School of Governance offered the
Media buying is impotrratainnint gbecause strategically",2022/08/23,Sep-22,Sep-22,,2022/08/23,Sep-22,Sep-22,,Noting,New
368,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Media Space,SABC Umhlobo Wenene,"R0,00","purchased media can impact a campaign's success. It
is not enough to have compelling copy and visuals.
Talk shows, radio interviews and adverts must be
placed in the right locations and at the right times and
frequencies, so as to reach the targeted audience. The
goal therefore is to identify and purchase media space
on channels that are relevant to the Agency target
audience. This include social grant beneficiaries,
potential beneficiaries and stakeholders at large for
purposes of information sharing and grasping the
needs required when applying or in receipt of social
grant. Talk shows, radio adverts and interviews are a
great way to reach local and broader audiences in an
interactive or informative way as being creative is
encouraged in SASSA Marketing and Communication
Policy.In the Eastern Cape, there is only one national
radio station - Umhlobo Wenene FM that is
broadcasting in IsiXhosa and can widely reach the
mTahjoer iEtya ostfe arnnt iCciappaete Cdo tmarmgeutn aituyd Rieandcieo wHhuibc his i sth SeA sSoSleA",2022/10/12,2022/10/22,2023/03/31,,2022/10/12,2022/10/22,2023/03/31,,Noting,New
369,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Media Space,Eastern Cape Community Hub,"R61 100,00","supplier and is made up of a collection of Eastern
Cape Radio Stations. Currently there is 23 radio
stations that form part of the Eastern Cape Community
Radio Hub. It is the only hub in the Eastern Cape that
provides a centralised service fora ll the stations. The
aim of the hub is make braodcasting services more
The Eastern aCcacpees sCibolme manudn ictye nRtraadliisoe Hd.u b is the sole",2022/12/06,2022/12/19,2022/12/20,,2022/12/06,2022/12/19,2022/12/20,,Noting,New
370,Q4 2022/23,2023/02/17,South African Social Security Agency,SPinrogcleu rseomurecnet mofe Mmeod fiao rS SpHacReA,Eastern Cape Community Hub,"R123 373,50","supplier and is made up of a collection of Eastern
Cape Radio Stations. Currently there is 23 radio
stations that form part of the Eastern Cape Community
Radio Hub. It is the only hub in the Eastern Cape that
provides a centralised service fora ll the stations. The
aim of the hub is make braodcasting services more
IRMSA isa cthcees osniblyle p aronfde scseinotnraalli sbeodd.y for risk",2022/08/11,2022/10/31,2022/10/31,,2022/08/11,2022/10/31,2022/10/31,,Noting,New
371,Q4 2022/23,2023/02/01,"Social Housing Regulatory Authority
(SHRA)","officials to attend Risk Management
Training",IRMSA,"R0,00","management in South Africa hence a quote was only
sourced from them",2023/02/01,Not stated,Not stated,,2023/02/01,Not stated,Not stated,,Noting,New
372,Q4 2022/23,2023/03/01,"Export Credit Insurance Corporation of
South Africa Limited",Legal services,Norton Rose Fullbright South Africa,"R460 000,00",Two quotes received after four were invited,2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
373,Q4 2022/23,2023/02/22,Social Housing Regulatory Authority,"Procurement of catering services for
the council meeting",Howie Gormet,"R4 801,25","Minimum responses, only two responses were
received.",2/21/2023,Not stated,Not stated,,2/21/2023,Not stated,Not stated,,Noting,New
374,Q4 2022/23,2023/03/01,"Export Credit Insurance Corporation of
South Africa Limited","Diversity and inclusion overview
workshop",Tasc Business consulting and training,"R68 130,00",Two quotes received after six were invited,2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
375,Q4 2022/23,2023/03/01,"Export Credit Insurance Corporation of
South Africa Limited",SPtarnocdu brueimlde fnotr oAf ffriincaan Ecniael rrgeyp Ionrdtianbga,GL events South Africa,"R18 643,34",One quote received after seven were invited,2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
376,Q4 2022/23,2023/02/28,Community Schemes Ombud Service,systems,Adapt IT,"R174 029,57",Sole supplier,2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
377,Q4 2022/23,2023/02/28,Community Schemes Ombud Service,Publishing a vacancy,The Institute of Risk Management South Africa,"R7 187,50",Sole supplier,2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
378,Q4 2022/23,2023/03/02,Human Settlements,"Publicise and communicate objectives
ISfoOr t3h7e 0re0l0a:u Gncohv eorfn FanLcISeP of",SABC,"R322 000,00",Single source,2023/03/02,Not stated,Not stated,,2023/03/02,Not stated,Not stated,,Noting,New
379,Q4 2022/23,2023/03/06,"South African National Accreditation
System","organization Digital course for Board
members",Fluid Rock governance,"R68 250,00",Single source,2023/02/24,Not stated,Not stated,,2023/02/24,Not stated,Not stated,,Noting,New
380,Q4 2022/23,2023/03/06,"South African National Accreditation
System","Annual subscription renewal for
Caseware",Adapt IT (Pty) ltd,"R83 431,37",Single source,2023/02/28,Not stated,Not stated,,2023/02/28,Not stated,Not stated,,Noting,New
381,Q4 2022/23,2023/03/06,"South African National Accreditation
System","RetrieveaAl Vo fs SysAteFmCO pLro fjeilecsto, rdsocument",Volano,"R107 205,25",Urgent case,2023/02/28,Not stated,Not stated,,2023/02/28,Not stated,Not stated,,Noting,New
382,Q4 2022/23,2023/02/23,"South African Forestry Company
Limited","boxes and electronic data from
Metrofile premises and servers to the
new AGS storage location",Metrofile,"R129 812,47",Procurement by other means,2023/02/20,2/10/2023,Not stated,,2023/02/20,2/10/2023,Not stated,,Noting,New
383,Q4 2022/23,2023/02/23,"South African Forestry Company
Limited","Rental of Business Suite, the support
fees of Plantation Manager and the
Mobile App license and support fees
for a period of twelve(12) months",Microforest (Pty) Ltd,"R1 908 743,99",Procurement by other means,2023/02/20,1/1/2023,12/31/2023,,2023/02/20,1/1/2023,12/31/2023,,Noting,New
384,Q4 2022/23,2023/02/23,"South African Forestry Company
Limited","School uniform from Curro Nelspruit
on a once off-basis",Curro Nelspruit,"R2 234,03",Procurement by other means,2023/02/20,Not stated,Not stated,,2023/02/20,Not stated,Not stated,,Noting,New
385,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"KZN NATIONAL STATE OF
EMERGENCY PROCUREMENT
FOR REPINASIRTSA LALNADT IROENS OTOF RATION/",Multiple suppliers,"R282 863 445,46",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
386,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"PERMANENTREMEDIAL WORKS
AT MOUNT VERNON RAIL
EMBANKMENT",Stefanutu stocks Coastal,"R79 485 644,04",Procurement by other means,2023/01/04,2022/10/06,2023/03/31,,2023/01/04,2022/10/06,2023/03/31,,Noting,New
387,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"PROVISION OF SERVICES TO
MIGRATE THE INTEGRATED PORT
MANAGEMENT SYSTEM (IPMS) TO
A SECURED PLATFORM, TRAINING
OF TECHNICAL RESOURCES AND
HIGH CARE MAINTENANCE FOR A
PERIOD OF THREE (3) YEARS",NAVAYUGA INFOTECH S/A/ (PTY) LTD,"R47 281 318,50",Procurement by other means,2023/01/04,2022/11/22,2025/11/21,,2023/01/04,2022/11/22,2025/11/21,,Noting,New
388,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"CONFINEMENT TO WSP FOR
SUPERVISION SERVICES ON THE
WATER RETICULATION PROJECT",WSP AFRICA (PTY) LTD,"R23 305 911,00",Procurement by other means,2023/01/04,2022/10/10,2025/10/15,,2023/01/04,2022/10/10,2025/10/15,,Noting,New
389,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"PROVISION OF BOOM TIP
REFURBISHMENT OF STACKER
RECLAIMER 3 ON THE IRON ORE
TERMINAL SALDANHA AS PART OF
THE MID-LIFE REFURBISHMENT
PROJFEOCRT TAHSE A P ORNOCVEIS OIOFNF SOUFP PLY",WESTCOR ENGINEERING (PTY) LTD,"R21 478 410,61",Procurement by other means,2023/01/04,2022/11/28,2022/11/28,,2023/01/04,2022/11/28,2022/11/28,,Noting,New
390,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"ADMINITRATION SERVICES TO
TRANSNET AND THE TRANSNET
SECOND DEFINED BENEFITS
FUND FOR A PERIOD OF SIX (6)",MMI GROUP,"R12 000 000,00",Procurement by other means,2023/01/04,2022/10/01,2023/03/31,,2023/01/04,2022/10/01,2023/03/31,,Noting,New
391,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"DERAILMENT BETWEEN
BLOUBANK AND NHLAZATSHE (KM
66/16) IN THE NORTH CORRIDOR
BETRWFPE EFNO RV RTYHHEE SIDU PAPNLDY UALNUDN DI",NOXOLO AND MALI TRADING 14 CC,"R6 354 744,75",Procurement by other means,2023/01/04,2022/11/13,2020/01/13,,2023/01/04,2022/11/13,2020/01/13,,Noting,New
392,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"DELIVERY OF A COMPLETE
MECHANICAL SELF-NORMALISING
POINTS SYSTEM AT
ELAPNRDOSVFISOIONNTE OINF OSENR AV OICNECSE T-OOF F",SIGNALLING DIV OF ACTOM,"R4 137 360,75",Procurement by other means,2023/01/04,2022/10/19,Not stated,,2023/01/04,2022/10/19,Not stated,,Noting,New
393,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"CHARTER THE VESSEL FOR
PRACTICAL SHIP HANDLIND
ELEMENTS OF THE CADET PILOT
FTORRA ITNHINEG P RPOROVIGSRIOMNM ORF",STC PTY LTD,"R4 133 156,00",Procurement by other means,2023/01/04,2022/08/11,2022/02/03,,2023/01/04,2022/08/11,2022/02/03,,Noting,New
394,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"MIMECAST FOR THE PERIOD OF
THE PRO12V MISOIONNT HOSF AN E&I",BUSINESS CONNEXION (PTY) LTD,"R3 532 537,87",Procurement by other means,2023/01/04,2022/09/12,2023/08/12,,2023/01/04,2022/09/12,2023/08/12,,Noting,New
395,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"(ELECTRICAL AND
INSTRUMENTATION)
CONTRACTOR TO EXECUTE THE
REPAIR SCOPE OF WORKS AS A
RESULTS OF THE FIRE DAMAGE
EOMNE R3G0 ESNECPTYE PMRBOECRU 2R0E2M2 EANTT",LEAD ENGINEERING AND PROJECTS,"R3 500 000,00",Procurement by other means,2023/01/04,2022/10/17,2022/11/30,,2023/01/04,2022/10/17,2022/11/30,,Noting,New
396,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"FOR THE SUPPLY AND
INSTALLATION OF A REFUELLING
PIPE AT LYDENBURG DIESEL
EMEDREGPEONTC IYN D MEPCULMARALAATNIOGNA FOR","MATIMBA PROJECT MANAGEMENT
SYSTEMS","R3 276 117,70",Procurement by other means,2023/01/04,2022/11/04,2022/12/15,,2023/01/04,2022/11/04,2022/12/15,,Noting,New
397,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"THEFT AND VANDALISM REPAIRS
TO THE OGIES 11KV SUBSTATION
(ON THE COAL LINE) ERMELO
AREA",VESYMA TRADING ENTERPRISE CC,"R3 043 464,42",Procurement by other means,2023/01/04,2022/11/07,2022/12/15,,2023/01/04,2022/11/07,2022/12/15,,Noting,New
398,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"FOR THE PROVISION OF SPARES
AND LABOUR FOR THE ILEMBE
SUPEPNLGY IANNED S DERELVIIVCEINRGY OF","BARLOWORLD POWER, A DIVISION OF
BARLOWORLD SOUTH AFRICA (PTY) LTD/","R1 921 775,48",Procurement by other means,2023/01/04,2022/10/12,2022/11/30,,2023/01/04,2022/10/12,2022/11/30,,Noting,New
399,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"EARTHMOVING EQUIPMENT AT
TECHNICAL SUPPORT MATERIAL
TO REPAIR RAILWAY
INFRASTRUCTURE DAMAGED BY
THE BETHAL-TRICHARDT WASH-",ISITHELO INVESTMENT GROUP,"R1 811 577,67",Procurement by other means,2023/01/04,2022/11/29,2023/01/29,,2023/01/04,2022/11/29,2023/01/29,,Noting,New
400,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"FOR THE PROVISION OF BOARD
PORTAL SERVICES FOR A PERIOD
FOORF T THWE OPR (2O)V YISEIAORNS OF",DILIGENT SOFTWARE (PTY) LTD,"R1 725 703,50",Procurement by other means,2023/01/04,2022/10/01,2024/09/30,,2023/01/04,2022/10/01,2024/09/30,,Noting,New
401,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"MAINTENANCE SERVICES AT THE
TRANSNET INDOOR SHOOTING
RANGE FOR A PERIOD OFF
THE STUHPRPELEY ,( D3)E YLEIVAERRSY AND",ARMS-STRONG TECHNOLOGIES,"R1 380 000,00",Procurement by other means,2023/01/04,2022/12/01,2025/11/30,,2023/01/04,2022/12/01,2025/11/30,,Noting,New
402,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"MAINTAINANCE OF THE
TRANSNET GROUP CHIEF
DEREAXIELCMUETNITV EA T(G CCEED) AVREMHOICNLTE ON",BMW SOUTH AFRICA (PTY) LTD,"R786 295,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
403,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"THE CONTAINER CORRIDOR IN
THE GEOGRAPHIC AREA OF
HEIDELBERG RAIL NETWORK
DEPOT RESULTING IN LINE
EMERGENCCLYO PSRUORCEUREMENT","MOKGADI’S ENVIRONMENTAL AND WATER
SYSTEMS","R300 840,00",Procurement by other means,2023/01/04,2022/11/01,2022/12/15,,2023/01/04,2022/11/01,2022/12/15,,Noting,New
404,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"FOR THE SUPPLY AND
INSTALLATION OF A REFUELLING
PIPE AT LYDENBURG DIESEL
DEPOT IN MPUMALANGA",DIHLASHANA CONSULTING CORPORATION,"R287 500,00",Procurement by other means,2023/01/04,2022/11/01,2022/12/15,,2023/01/04,2022/11/01,2022/12/15,,Noting,New
405,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"CALL OUT/ASSESSMENT AND
REPAIRS ON CCTV SYSTEMS",VERACITECH,"R164 649,26",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
406,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"PROVISION OF DATA EXCHANGE-
TRANSLATION SERVICES",TRUST LINK (PTY) LTD,"R78 200,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
407,Q4 2022/23,2023/02/13,Transnet SOC Ltd,WATER FOR PICKETERS,OPTIMISTIK SOLUTIONS,"R36 000,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
408,Q4 2022/23,2023/02/13,Transnet SOC Ltd,MARINE STAFF,MVANO MARINE,"R34 922,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
409,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"HIRING OF 4 MOBILE TOILETS
DURING STRIKE PERIOD",NAMNDIPHE,"R30 400,00",Procurement by other means,2023/01/04,2022/10/10,2022/10/19,,2023/01/04,2022/10/10,2022/10/19,,Noting,New
410,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"CATERING FOR BCP (COMMAND
EMERGCEENNCTYR PER SOTCAUFFR)EMENT",UBUHLE BUYEZA COMMUNITY SERVICE,"R26 850,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
411,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"FOR PLANT HIRE SERVICES FOR
SUPPBLAYV AIANADN DSEPLOIOVERRTY OF",PANDROL SA (PTY) LTD,"R21 882,09",Procurement by other means,2023/01/04,11/9/2022,1/9/2022,,2023/01/04,11/9/2022,1/9/2022,,Noting,New
412,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"MATERIAL AND SERVICES TO
REPAIR RAILWAY
INFRASTRUCTURE DAMAGED BY
COLLISION/DERAILMENT AT
LEBOMBO ON THE KOMATIPOORT-
MAPUTO RAILWAY LINE
(NORTHEAST CORRIDOR) IN THE
GEOGRAPHIC AREA OF
NELSPRUIT RAIL NETWORK
DREEPFORTE SRHEMSUENLTTISN GFO INR LBICNPE",INDUCORP SOLUTIONS,"R20 631,00",Procurement by other means,2023/01/04,11/19/2022,1/19/2023,,2023/01/04,11/19/2022,1/19/2023,,Noting,New
413,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"COMMAND CENTRE DURING THE
STRIKE PERIOD",BAVUBUBELE TRADING,"R18 450,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
414,Q4 2022/23,2023/02/13,Transnet SOC Ltd,"PICKETERS WATER & LUNCH AND
DINNER FOR BCM",IZIPHO HOLDINGS,"R16 695,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
