row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
868,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"The supply and deliver of estimated quantities of the Turbine main steam legs, Hot reheat legs, HP,
and LP Heaters Valve Technologies (VT) ball drain valve spares to Kriel Power Station",Mitech Technologies (Pty) Ltd,"R107 493 727,68",Sole Source,2024/07/19,2024/07/22,2029/07/21,Reported,2024/07/19,2024/07/22,2029/07/21,Reported,,
869,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Refurbish, manufacture, supply and deliver Manin cooling water valves for Tutuka Power Station",Mitech Technologies (Pty) Ltd,"R27 142 486,88",Urgent Procurement,2020/08/01,2024/08/01,2025/06/30,Reported,2020/08/01,2024/08/01,2025/06/30,Reported,,
870,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Control Indicators/Transformer protection relays,Sula Sula Trading & Projects,"R908 500,00",Urgent Procurement,2024/08/02,2024/08/02,2025/08/31,Reported,2024/08/02,2024/08/02,2025/08/31,Reported,,
871,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Refurbishment of two Moog valves for Duvha1,Biz Afrika 925 (Pty) Ltd,"R64 844,59",Urgent Procurement,2024/07/24,2024/08/05,2024/08/07,Reported,2024/07/24,2024/08/05,2024/08/07,Reported,,
872,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Urgent Supply and Delivery of North Grade 3 (F150 / HFO) and
South Grade 1 (Cat light) on as and when required basis.",Compspes Technology (Pty),"R41 174 600,00",Urgent Procurement,2024/06/06,2024/07/31,2025/07/30,Reported,2024/06/06,2024/07/31,2025/07/30,Reported,,
873,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Duvha HSSD. Supply actuators and gearboxes,Auma South Africa,"R2 898 103,39",Urgent Procurement,2024/08/05,2024/07/31,2025/07/30,Reported,2024/08/05,2024/07/31,2025/07/30,Reported,,
874,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Refurbishment of Gearboxes,Ultra Gear Manufacturing,"R10 284 238,40",Urgent Procurement,2024/07/29,2024/08/02,2024/09/02,Reported,2024/07/29,2024/08/02,2024/09/02,Reported,,
875,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply and delivery of the Steel (Flat bars, round bars, Sheet plates, Channels and Angle Irons)
stock items for Unit 1 - 6.",New Frontiers Scaffoldings Solutions,"R16 677 300,00",Urgent Procurement,2024/07/26,2024/07/26,2025/07/25,Reported,2024/07/26,2024/07/26,2025/07/25,Reported,,
876,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Manufacturing, Supply and delivery of unit 6 Air Heater spares for a period of 64 weeks (The
recovery of Unit 6 Air heater at Tutuka Power Station )",Howden Power (Pty) Ltd,"R217 498 547,80",Sole Source,2024/08/02,2024/08/05,2025/10/24,Reported,2024/08/02,2024/08/05,2025/10/24,Reported,,
877,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Restelting and Weld Build up for Turbine valves at Majuba Power Station,Saseka Engineering,"R7 645 200,00",Urgent Procurement,2024/07/24,2024/09/30,2024/09/30,Reported,2024/07/24,2024/09/30,2024/09/30,Reported,,
878,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and Delivery of Flow Sensors (SA5000),VDM Control Solutions (Pty) Ltd,"R562 350,00",Urgent Procurement,2024/08/01,2024/08/01,2024/08/31,Reported,2024/08/01,2024/08/01,2024/08/31,Reported,,
879,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply and Delivery of Brelkor Brand Spares for Conveyor Belt Cleaning, Tracking and Chutes
Sealing for a period of 7 Months at Tutuka Power Station – Main Stores",Brelko Conveyor Products,"R27 778 036,05",Sole Source,2024/07/26,2024/01/08,2025/01/08,Reported,2024/07/26,2024/01/08,2025/01/08,Reported,,
880,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of valves,High Pressure Valve Service,"R21 106 487,05",Sole Source,2024/03/13,2024/07/18,2029/07/17,Reported,2024/03/13,2024/07/18,2029/07/17,Reported,,
881,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Design, Install and Commission Fuel Oil Burner Test and Calibration Rig",Safurnco SA (Pty) Ltd,"R3 565 047,15",Sole Source,2024/07/26,2024/07/31,2025/07/31,Reported,2024/07/26,2024/07/31,2025/07/31,Reported,,
882,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and install Control Air Descant dryers,Conflo Instruments,"R6 568 800,00",Urgent Procurement,2023/06/05,2024/08/05,2024/12/17,Reported,2023/06/05,2024/08/05,2024/12/17,Reported,,
883,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,24 speed sensors for DHP,Izandra Trading 18,"R294 279,48",Urgent Procurement,2024/08/02,2024/11/08,2024/11/08,Reported,2024/08/02,2024/11/08,2024/11/08,Reported,,
884,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"The provision of specialised electrical online cleaning using NANO material cleaning technology on
unit 1 and 3 outside plant and C&I equipment rooms",Nueva Modo,"R104 215 037,00",Urgent Procurement,2024/07/16,2024/08/05,2024/08/05,Reported,2024/07/16,2024/08/05,2024/08/05,Reported,,
885,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Manufacturing of 8 Coolers,RP Business Enterprise,"R28 750 000,00",Urgent Procurement,2024/04/05,2024/08/01,2024/12/27,Reported,2024/04/05,2024/08/01,2024/12/27,Reported,,
886,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Ash Plant Spares,Manufacture Technical Actuator (Pty),"R31 386 446,53",Urgent Procurement,2024/07/29,2024/08/05,2025/04/05,Reported,2024/07/29,2024/08/05,2025/04/05,Reported,,
887,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,ETH Central processing units,Nth Degree Africa Holdings (Pty) Ltd,"R309 661,65",Urgent Procurement,2024/08/01,2025/08/01,2025/10/01,Reported,2024/08/01,2025/08/01,2025/10/01,Reported,,
888,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of CAC gearboxes,SEW Eurodrive (Pty) Ltd,"R981 216,80",Urgent Procurement,2024/08/01,2024/08/07,2024/09/01,Reported,2024/08/01,2024/08/07,2024/09/01,Reported,,
889,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply 44 x Alcad VTX1 L890-1 and 2x battery cabinets.,Alkaline Batteries A Division of Actom,"R821 146,00",Urgent Procurement,2024/07/16,2024/07/05,2024/09/30,Reported,2024/07/16,2024/07/05,2024/09/30,Reported,,
890,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Duvha HSSD. Supply and repair of valves,Zenzele Valves (Pty) Ltd,"R8 462 342,26",Urgent Procurement,2024/07/03,2024/08/06,2025/01/31,Reported,2024/07/03,2024/08/06,2025/01/31,Reported,,
891,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Maintenance of hydrogen generating plant at Arnot Power Station for a period of 5 years,Ener Blue SA,"R14 562 355,25",Sole Source,2024/08/01,2024/08/01,2029/07/31,Reported,2024/08/01,2024/08/01,2029/07/31,Reported,,
892,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Crawl beams lifting tackles Maintenance and Spares,Mofika Engineering and Projects (Pty) Ltd,"R4 362 251,68",Urgent Procurement,2024/07/24,2024/08/29,2024/11/01,Reported,2024/07/24,2024/08/29,2024/11/01,Reported,,
893,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply & deliver Burners and Duct spares for U3, 4 & 5 GO",Solid Engineering Work,"R35 237 256,38",Urgent Procurement,2024/08/06,2024/08/30,2024/09/30,Reported,2024/08/06,2024/08/30,2024/09/30,Reported,,
894,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Glad steam valves spares supply,Edash Enterprise (Pty) Ltd,"R4 655 200,00",Urgent Procurement,2024/07/24,2024/09/25,2024/10/11,Reported,2024/07/24,2024/09/25,2024/10/11,Reported,,
895,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply & Delivery of Three Way Control Valve,Mapheka Tading Enterprise,"R5 347 500,00",Urgent Procurement,2024/07/24,2024/09/02,2024/10/08,Reported,2024/07/24,2024/09/02,2024/10/08,Reported,,
896,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"The refurbishment of KSB pumps and supply OEM Spares on a
as and when required basis for a period of 5 years (60 months).",KSB Pumps and Valves (Pty) Ltd,"R116 474 413,23",Sole Source,2024/03/19,2024/08/06,2029/08/05,Reported,2024/03/19,2024/08/06,2029/08/05,Reported,,
897,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Fuel Oil Burner Lances, Burner Blocks, Ignitors, Flame Scanners,
Oil Burner Panels and Associated Equipment Refurbishment,
provision of OEM Spares and Technical Support Services as and
when required, during outages and normal plant running for the
period of six(6) months",Safurnco (Pty) Ltd,"R16 383 471,49",Urgent Procurement,2024/08/01,2024/08/05,2025/01/05,Reported,2024/08/01,2024/08/05,2025/01/05,Reported,,
898,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and deliver new gearboxes,Bearing Man Group (Pty) Ltd,"R3 236 150,16",Urgent Procurement,2024/07/22,2024/08/07,2024/12/12,Reported,2024/07/22,2024/08/07,2024/12/12,Reported,,
899,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of Ash Plant Spares,Mashia Engineering Projects,"R17 113 489,25",Urgent Procurement,2024/08/01,2024/08/07,2024/09/07,Reported,2024/08/01,2024/08/07,2024/09/07,Reported,,
900,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Coal Ash Conveyor and WTP Spares,Izandra Trading 18,"R6 779 279,22",Urgent Procurement,2024/07/19,2024/08/08,2024/12/31,Reported,2024/07/19,2024/08/08,2024/12/31,Reported,,
901,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply and delivery of the Screens, Tiles, Cement and epoxy stock items for Unit 3- 24415, Unit 4-
38253, Unit 5- 45103, Unit 6- 38255 and Unit 2- 24410. The items are needed to be used in the
Electrostatic precipitation (ESP) and PF Tilling pipes on contract for a period of 1 year from 30
August 2024 to 30 July 2025",Basize Africa (Pty) Ltd,"R15 791 566,55",Urgent Procurement,2024/08/01,2024/08/01,2025/07/30,Reported,2024/08/01,2024/08/01,2025/07/30,Reported,,
902,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and Delivery of Spares for Diesel Compressors to Matimba,Izandra Trading 18,"R123 088,41",Urgent Procurement,2024/08/07,2024/08/07,2024/08/07,Reported,2024/08/07,2024/08/07,2024/08/07,Reported,,
903,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Refurbishment of Slurry Pumps,Mathamo Enterprise (Pty) Ltd,"R3 694 950,00",Urgent Procurement,2024/05/14,2024/08/12,2024/08/31,Reported,2024/05/14,2024/08/12,2024/08/31,Reported,,
904,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Maintenance of the fire detection 12 Months,Nkm2 Engineering Construction,"R2 070 000,00",Urgent Procurement,2024/08/07,2024/08/07,2025/08/08,Reported,2024/08/07,2024/08/07,2025/08/08,Reported,,
905,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Refurbishment, Manufacture, Supply and deliver Main Cooling water Valves at Tutuka Power Station",Zenzele Valves (Pty) Ltd,"R92 122 199,00",Urgent Procurement,2024/07/26,2024/08/05,2025/08/04,Reported,2024/07/26,2024/08/05,2025/08/04,Reported,,
906,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Hire compressor for 2 months,Rand Air South Africa,"R1 340 644,24",Urgent Procurement,2024/08/08,2024/08/08,2024/10/08,Reported,2024/08/08,2024/08/08,2024/10/08,Reported,,
907,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Mes Exemption application,WSP Group Africa,"R24 132 607,39",Urgent Procurement,2024/07/31,2024/08/08,2025/03/31,Reported,2024/07/31,2024/08/08,2025/03/31,Reported,,
908,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of reverse engineering CEP couplings,Esethu Engineering Business Solutions,"R1 359 300,00",Urgent Procurement,2024/07/17,2024/08/06,2024/09/06,Reported,2024/07/17,2024/08/06,2024/09/06,Reported,,
909,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Maintenance of the sluice gate,Mavrox Plant Hire,"R8 038 038,56",Urgent Procurement,2024/08/07,2024/08/07,2024/08/07,Reported,2024/08/07,2024/08/07,2024/08/07,Reported,,
910,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Hire vacuum truck for 12 months,Thapiwe Logistics,"R17 082 312,75",Urgent Procurement,2024/06/21,2024/08/10,2025/08/10,Reported,2024/06/21,2024/08/10,2025/08/10,Reported,,
911,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Rental of diesel compressors,Rand Air South Africa,"R2 138 400,22",Urgent Procurement,2024/08/06,2024/08/06,2024/09/06,Reported,2024/08/06,2024/08/06,2024/09/06,Reported,,
912,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Setting up of GPS system,Prodesign,"R29 250,25",Urgent Procurement,2024/07/23,2024/07/23,2024/07/31,Reported,2024/07/23,2024/07/23,2024/07/31,Reported,,
913,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Refurbishment of hydraulic blocks,Customized Motion Controls,"R402 661,00",Urgent Procurement,2024/08/08,2024/12/08,2024/08/30,Reported,2024/08/08,2024/12/08,2024/08/30,Reported,,
914,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,SWR line rerouting,Public Bonds and Projects,"R13 818 114,51",Urgent Procurement,2024/08/06,2024/08/06,2025/02/05,Reported,2024/08/06,2024/08/06,2025/02/05,Reported,,
915,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Configuration Management Services,Mthabelas Engineering,"R16 220 011,19",Urgent Procurement,2024/07/23,2024/08/12,2024/08/30,Reported,2024/07/23,2024/08/12,2024/08/30,Reported,,
916,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and Delivery of Control and Instrumentation Spares,T Bose Transportation and Logistics,"R787 635,00",Urgent Procurement,2024/08/06,2024/08/19,2024/08/30,Reported,2024/08/06,2024/08/19,2024/08/30,Reported,,
917,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of DHP spares,Harambee General Services,"R3 928 112,50",Urgent Procurement,2024/12/08,2024/08/13,2024/08/13,Reported,2024/12/08,2024/08/13,2024/08/13,Reported,,
918,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and Delivery of Daiphragm:Bursting;SQ 1.4 M X THK 0.8 MM,Raz Engineering Solutions and Projects,"R172 500,00",Urgent Procurement,2024/08/12,2024/08/13,2024/08/13,Reported,2024/08/12,2024/08/13,2024/08/13,Reported,,
919,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Unit 4 IR, Unit 5 IR an Unit 3 GO 380V Board Maintenance",Lomakhosi Trading Projects,"R5 916 318,75",Urgent Procurement,2024/08/06,2024/08/19,2025/02/15,Reported,2024/08/06,2024/08/19,2025/02/15,Reported,,
920,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply of turbine filters,Hydraulix (Pty) Ltd,"R2 563 862,90",Urgent Procurement,2024/08/06,2024/08/06,2024/10/10,Reported,2024/08/06,2024/08/06,2024/10/10,Reported,,
921,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Unit 4IR MV Electrical Motor Testing, Unit 5IR MV Electrical Motor Testing and Unit 3GO MV
Electrical Motor Testing",Sisebenzangempela (Pty) Ltd,"R1 864 913,89",Urgent Procurement,2024/08/06,2024/08/19,2024/08/30,Reported,2024/08/06,2024/08/19,2024/08/30,Reported,,
922,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Refurbish, Manufacture and Supply of New Vales for Main CW Valves",Mitech Technologies,"R24 090 487,45",Urgent Procurement,2024/07/26,2024/08/13,2024/08/12,Reported,2024/07/26,2024/08/13,2024/08/12,Reported,,
923,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Strip assess and repair Valve relief,Labase Holdings,"R292 675,00",Urgent Procurement,2024/08/12,2024/08/12,2024/09/12,Reported,2024/08/12,2024/08/12,2024/09/12,Reported,,
924,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Repair Valve Relief:150 X 250 MM;1.52 MPA,Labase Holdings,"R585 350,00",Urgent Procurement,2024/08/12,2024/08/12,2024/09/12,Reported,2024/08/12,2024/08/12,2024/09/12,Reported,,
925,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,C&I Resources,Zimak,"R4 223 421,00",Urgent Procurement,2024/08/07,2024/08/07,2024/11/07,Reported,2024/08/07,2024/08/07,2024/11/07,Reported,,
926,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Process drain-Hot Tapping,Mmoledi Projects,"R3 736 928,45",Urgent Procurement,2024/07/18,2024/08/13,2024/10/31,Reported,2024/07/18,2024/08/13,2024/10/31,Reported,,
927,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Open, inspect, provide inspection report, refurbish and maintain high pressure and high temperature
regulating valves on units 1-6 during outages and maintenance for a period of five (5) years at Kriel
Power Station",Kulkoni South Africa,"R71 690 826,83",Sole Source,2024/07/08,2024/08/12,2029/08/11,Reported,2024/07/08,2024/08/12,2029/08/11,Reported,,
928,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"The manufacturing and supply of full-size expansion bellows that will be carried out/delivered by
Flextra Engineered Products",Flextra Engineered Products,"R1 926 599,60",Urgent Procurement,2024/08/08,2024/08/13,2024/10/10,Reported,2024/08/08,2024/08/13,2024/10/10,Reported,,
929,Q2 2024/25,2024/09/10,"National Home Builders Registration Council
(NHBRC)",Restoration of network connection to Eric Molobi Training Centre,BUSINESS CONNEXION (BCX),"R43 958,54",Impractical / Impossible,2024/09/09,Once Off,Once Off,Reported,2024/09/09,Once Off,Once Off,Reported,,
930,Q2 2024/25,2024/09/10,"National Home Builders Registration Council
(NHBRC)",The provision of the IRMSA Annual Conference 2024 and Awards Dinner,Institute of Risk Management South Africa (IRMSA),"R67 305,60",Impractical / Impossible,2024/09/10,Once Off,Once Off,Reported,2024/09/10,Once Off,Once Off,Reported,,
931,Q2 2024/25,2024/09/09,Community Schemes Ombud Service (CSOS),Board Member to register for certified directors programme with loDSA,Institute Of Directors South Africa (loDSA),"R16,394.00",Sole Source,Not Stated,Once Off,Once Off,Reported,Not Stated,Once Off,Once Off,Reported,,
932,Q2 2024/25,2024/09/03,Special Investigating Unit (SIU),Membership renewal,The Ethics Institute,"R12 400,00","Single source,membership is unique to The Ethics Institute",2024/08/29,Not Stated,Not Stated,Reported,2024/08/29,Not Stated,Not Stated,Reported,,
933,Q2 2024/25,2024/09/04,"Department of Justice and Constitutional
Development (DoJ&CD)",Provisioning of Renewal of Checkpoint firewall licenses for a period of 16 months.,Crocodile Dyanmic (Pty) Ltd,"R23 487 389,55","Emergency procurement - Forensic Audit has indicated that the Firewall
advanced licenses are outdated and if not updated the cyber attack risk
remain elevated.",2024/08/30,Not Stated,Not Stated,Reported,2024/08/30,Not Stated,Not Stated,Reported,,
934,Q2 2024/25,2024/09/04,Legal Aid South Africa,Services of an expert witness for Judicare matter,Forensic Ballistic (Pty) Ltd,"R53 500,00",Single Source,2024/07/29,2024/08/14,2024/08/14,Reported,2024/07/29,2024/08/14,2024/08/14,Reported,,
935,Q2 2024/25,2024/09/04,Legal Aid South Africa,Training on the new IIAglobal standards,Leadership academy,"R68 425,00",Sole provider,2024/08/20,2024/08/28,2024/08/29,Reported,2024/08/20,2024/08/28,2024/08/29,Reported,,
936,Q2 2024/25,2024/09/05,South African Social Security Agency (SASSA),Media Activations,Eastern Cape Community Hub,"R98 400,00","In light of the payment challenges experienced, SASSA opted to intensify
facilitation of support for beneficiaries preferring alternative payment
methods. There has been engagements with the banking institutions in order
to improve collaboration. From July to December 2024 a decision has been
made of ensuring Cash Pay Points are closed in a phased out approach. In
January Child Support Grant beneficiaries will not be paid at CPPs. The
activations are expected to run for the duration of the CPPs project closure
with urgent communication exercise for those in receipt of Child Support
Grant to ensure that all beneficiaries are aware of the change of payment.
the EC Community Hub is the sole source service provider and proof is
attached",2024/08/29,Once Off,Once Off,Reported,2024/08/29,Once Off,Once Off,Reported,,
937,Q2 2024/25,2024/09/05,South African Social Security Agency (SASSA),Fraud & Compliance annual conference,"Assotiation of Certified Fraud Examiners South Africa
Chapter","R62 999,44",ACFE is a sole suppleir for Certified Fraud Examiners,2024/08/30,Once Off,Once Off,Reported,2024/08/30,Once Off,Once Off,Reported,,
938,Q2 2024/25,2024/09/12,Special Investigating Unit (SIU),Procurememt of a vehicle,Menlyn Auto City (Pty) Ltd,"R1 247 989,09","A multiple source procurement method was used in the procurement of a
specific brand of vehicle that was a specific business requirement from the
SIU",2024/09/02,Once Off,Once Off,Reported,2024/09/02,Once Off,Once Off,Reported,,
939,Q2 2024/25,2024/09/03,South African Social Security Agency (SASSA),17th annual Association of certified Fraud Examiners conference & exhibition,"Association of certified Fraud Examiners South Africa
Charter","R41 100,00",Sole Supplier,2024/09/02,2024/09/09,2024/09/11,Reported,2024/09/02,2024/09/09,2024/09/11,Reported,,
